Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_0216700	PF3D7_0216700.1	autophagy-related protein 11, putative	PVP01_0408300	PF3D7_0216700	ATG11	
PF3D7_0216700	PF3D7_0216700.2	autophagy-related protein 11, putative	PVP01_0408300	PF3D7_0216700	ATG11	
PF3D7_0216800	PF3D7_0216800.1	TMEM121 domain-containing protein, putative	PVP01_0408200	PF3D7_0216800	N/A	
PF3D7_0216900	PF3D7_0216900.1	conserved Plasmodium protein, unknown function	PVP01_0408100	PF3D7_0216900	N/A	
PF3D7_0217000	PF3D7_0217000.1	conserved Plasmodium membrane protein, unknown function	PVP01_0408000	PF3D7_0217000	N/A	
PF3D7_0217100	PF3D7_0217100.1	ATP synthase subunit alpha, mitochondrial	PVP01_0407900	PF3D7_0217100	N/A	
PF3D7_0217300	PF3D7_0217300.1	AP-2 complex subunit sigma, putative	PVP01_0407700	PF3D7_0217300	AP2S	
PF3D7_0217400	PF3D7_0217400.1	conserved protein, unknown function	PVP01_0407600	PF3D7_0217400	N/A	
PF3D7_0217500	PF3D7_0217500.1	calcium-dependent protein kinase 1	PVP01_0407500	PF3D7_0217500	CDPK1	
PF3D7_0217600	PF3D7_0217600.1	conserved Plasmodium protein, unknown function	PVP01_0407400	PF3D7_0217600	N/A	
PF3D7_0217700	PF3D7_0217700.1	E2F-associated phosphoprotein, putative	PVP01_0407300	PF3D7_0217700	N/A	
PF3D7_0217800	PF3D7_0217800.1	40S ribosomal protein S26	PVP01_0407200	PF3D7_0217800	RPS26	
PF3D7_0217900	PF3D7_0217900.1	thioesterase/thiol ester dehydrase-isomerase, putative	PVP01_0407100	PF3D7_0217900	N/A	
PF3D7_0218000	PF3D7_0218000.1	replication factor C subunit 2, putative	PVP01_0407000	PF3D7_0218000	RFC2	
PF3D7_0218100	PF3D7_0218100.1	conserved protein, unknown function	PVP01_0406900	PF3D7_0218100	N/A	
PF3D7_0218300	PF3D7_0218300.1	rRNA methyltransferase, putative	PVP01_0406700	PF3D7_0218300	N/A	
PF3D7_0218400	PF3D7_0218400.1	ATP-dependent RNA helicase DDX47, putative	PVP01_0406600	PF3D7_0218400	DDX47	
PF3D7_0218500	PF3D7_0218500.1	small nuclear ribonucleoprotein Sm D2, putative	PVP01_0406500	PF3D7_0218500	SNRPD2	
PF3D7_0218600	PF3D7_0218600.1	patatin-like phospholipase, putative	PVP01_0406400	PF3D7_0218600	N/A	
PF3D7_0218700	PF3D7_0218700.1	pre-mRNA-processing protein 45, putative	PVP01_0406300	PF3D7_0218700	PRP45	
PF3D7_0219100	PF3D7_0219100.1	saccharopine dehydrogenase, putative	PVP01_0405900	PF3D7_0219100	N/A	
PF3D7_0219200	PF3D7_0219200.1	40S ribosomal protein S30	PVP01_0405800	PF3D7_0219200	N/A	
PF3D7_0219300	PF3D7_0219300.1	conserved Plasmodium protein, unknown function	PVP01_0405700	PF3D7_0219300	N/A	
PF3D7_0219400	PF3D7_0219400.1	ribosome associated membrane protein RAMP4, putative	PVP01_0405600	PF3D7_0219400	N/A	
PF3D7_0219400	PF3D7_0219400.2	unspecified product	PVP01_0405600	PF3D7_0219400	N/A	
PF3D7_0219500	PF3D7_0219500.1	pseudouridine synthase, putative	PVP01_0405500	PF3D7_0219500	N/A	
PF3D7_0219600	PF3D7_0219600.1	replication factor C subunit 1, putative	PVP01_0405400	PF3D7_0219600	RFC1	
PF3D7_0301900	PF3D7_0301900.1	conserved protein, unknown function	PVP01_0837900	PF3D7_0301900	N/A	
PF3D7_0302000	PF3D7_0302000.1	pre-mRNA-splicing factor PRP46, putative	PVP01_0837800	PF3D7_0302000	PRP46	
PF3D7_0302100	PF3D7_0302100.1	serine/threonine protein kinase	PVP01_0837700	PF3D7_0302100	SRPK1	
PF3D7_0302600	PF3D7_0302600.1	ABC transporter B family member 4, putative	PVP01_0837600	PF3D7_0302600	ABCB4	
PF3D7_0302700	PF3D7_0302700.1	CDGSH iron-sulfur domain-containing protein, putative	PVP01_0837500	PF3D7_0302700	N/A	
PF3D7_0302800	PF3D7_0302800.1	RNA-binding protein, putative	PVP01_0837400	PF3D7_0302800	N/A	
PF3D7_0302900	PF3D7_0302900.1	exportin-1, putative	PVP01_0837300	PF3D7_0302900	N/A	
PF3D7_0303000	PF3D7_0303000.1	N-ethylmaleimide-sensitive fusion protein	PVP01_0837200	PF3D7_0303000	NSF	
PF3D7_0303100	PF3D7_0303100.1	CLP1 P-loop domain-containing protein, putative	PVP01_0837100	PF3D7_0303100	N/A	
PF3D7_0303200	PF3D7_0303200.1	HAD superfamily protein, putative	PVP01_0837000	PF3D7_0303200	N/A	
PF3D7_0303300	PF3D7_0303300.1	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	PVP01_0836900	PF3D7_0303300	RPB6	
PF3D7_0303400	PF3D7_0303400.1	palmitoyltransferase DHHC1	PVP01_0836800	PF3D7_0303400	DHHC1	
PF3D7_0303500	PF3D7_0303500.1	spindle pole body protein, putative	PVP01_0836700	PF3D7_0303500	N/A	
PF3D7_0303600	PF3D7_0303600.1	plasmoredoxin	PVP01_0836600	PF3D7_0303600	Plrx	
PF3D7_0303700	PF3D7_0303700.1	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	PVP01_0836500	PF3D7_0303700	BCKDH-E2	
PF3D7_0303800	PF3D7_0303800.1	IBR domain protein, putative	PVP01_0836400	PF3D7_0303800	N/A	
PF3D7_0303900	PF3D7_0303900.1	phosphatidylethanolamine-binding protein, putative	PVP01_0836300	PF3D7_0303900	N/A	
PF3D7_0304000	PF3D7_0304000.1	inner membrane complex protein 1a, putative	PVP01_0836200	PF3D7_0304000	IMC1a	
PF3D7_0304100	PF3D7_0304100.1	inner membrane complex protein 1e, putative	PVP01_0836100	PF3D7_0304100	IMC1e	
PF3D7_0304200	PF3D7_0304200.1	EH domain-containing protein	PVP01_0836000	PF3D7_0304200	EHD	
PF3D7_0304300	PF3D7_0304300.1	conserved Plasmodium protein, unknown function	PVP01_0835900	PF3D7_0304300	N/A	
PF3D7_0304400	PF3D7_0304400.1	60S ribosomal protein L44	PVP01_0835800	PF3D7_0304400	RPL44	
PF3D7_0304500	PF3D7_0304500.1	1-cys-glutaredoxin-like protein-1	PVP01_0835700	PF3D7_0304500	GLP1	
PF3D7_0304800	PF3D7_0304800.1	conserved Plasmodium membrane protein, unknown function	PVP01_0835400	PF3D7_0304800	N/A	
PF3D7_0304900	PF3D7_0304900.1	conserved protein, unknown function	PVP01_0835300	PF3D7_0304900	N/A	
PF3D7_0305000	PF3D7_0305000.1	elongation factor Ts	PVP01_0835200	PF3D7_0305000	EF-Ts	
PF3D7_0305200	PF3D7_0305200.1	GRIP domain-containing protein, putative	PVP01_0835000	PF3D7_0305200	N/A	
PF3D7_0305300	PF3D7_0305300.1	transporter, putative	PVP01_0834900	PF3D7_0305300	N/A	
PF3D7_0305400	PF3D7_0305400.1	conserved protein, unknown function	PVP01_0834800	PF3D7_0305400	N/A	
PF3D7_0305500	PF3D7_0305500.1	protein dopey homolog, putative	PVP01_0834700	PF3D7_0305500	N/A	
PF3D7_0305600	PF3D7_0305600.1	DNA-(apurinic or apyrimidinic site) lyase, putative	PVP01_0834600	PF3D7_0305600	APE1	
PF3D7_0305700	PF3D7_0305700.1	ubiquitin-conjugating enzyme E2, putative	PVP01_0834500	PF3D7_0305700	N/A	
PF3D7_0305800	PF3D7_0305800.1	P-loop containing nucleoside triphosphate hydrolase, putative	PVP01_0834400	PF3D7_0305800	N/A	
PF3D7_0305900	PF3D7_0305900.1	conserved Plasmodium protein, unknown function	PVP01_0834300	PF3D7_0305900	N/A	
PF3D7_0306000	PF3D7_0306000.1	cytochrome b-c1 complex subunit 8, putative	PVP01_0834200	PF3D7_0306000	QCR8	
PF3D7_0306200	PF3D7_0306200.1	activator of Hsp90 ATPase	PVP01_0834000	PF3D7_0306200	AHA1	
PF3D7_0306300	PF3D7_0306300.1	glutaredoxin 1	PVP01_0833900	PF3D7_0306300	GRX1	
PF3D7_0306400	PF3D7_0306400.1	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	PVP01_0833800	PF3D7_0306400	N/A	
PF3D7_0306500	PF3D7_0306500.1	cytochrome c oxidase subunit ApiCOX35, putative	PVP01_0833700	PF3D7_0306500	N/A	
PF3D7_0306600	PF3D7_0306600.1	ATP synthase-associated protein, putative	PVP01_0833600	PF3D7_0306600	N/A	
PF3D7_0306700	PF3D7_0306700.1	ER membrane protein complex subunit 5, putative	PVP01_0833500	PF3D7_0306700	EMC5	
PF3D7_0306800	PF3D7_0306800.1	T-complex protein 1 subunit beta	PVP01_0833400	PF3D7_0306800	CCT2	
PF3D7_0306900	PF3D7_0306900.1	40S ribosomal protein S23, putative	PVP01_0833200	PF3D7_0306900	N/A	
PF3D7_0307100	PF3D7_0307100.1	40S ribosomal protein S12, putative	PVP01_0833100	PF3D7_0307100	RPS12	
PF3D7_0307200	PF3D7_0307200.1	60S ribosomal protein L7, putative	PVP01_0833000	PF3D7_0307200	N/A	
PF3D7_0307300	PF3D7_0307300.1	microtubule-associated protein RP/EB family, putative	PVP01_0832900	PF3D7_0307300	EB1	
PF3D7_0307400	PF3D7_0307400.1	ATP-dependent Clp protease proteolytic subunit	PVP01_0832800	PF3D7_0307400	ClpP	
PF3D7_0307500	PF3D7_0307500.1	spindle and kinetochore-associated protein 2, putative	PVP01_0832700	PF3D7_0307500	SKA2	
PF3D7_0307700	PF3D7_0307700.1	conserved Plasmodium protein, unknown function	PVP01_0832500	PF3D7_0307700	N/A	
PF3D7_0307800	PF3D7_0307800.1	conserved Plasmodium protein, unknown function	PVP01_0832400	PF3D7_0307800	N/A	
PF3D7_0307900	PF3D7_0307900.1	conserved Plasmodium protein, unknown function	PVP01_0832300	PF3D7_0307900	N/A	
PF3D7_0308000	PF3D7_0308000.1	DNA polymerase delta small subunit, putative	PVP01_0832200	PF3D7_0308000	N/A	
PF3D7_0308100	PF3D7_0308100.1	zinc finger protein, putative	PVP01_0832100	PF3D7_0308100	N/A	
PF3D7_0308200	PF3D7_0308200.1	T-complex protein 1 subunit eta	PVP01_0832000	PF3D7_0308200	CCT7	
PF3D7_0308300	PF3D7_0308300.1	conserved Plasmodium protein, unknown function	PVP01_0831900	PF3D7_0308300	N/A	
PF3D7_0308500	PF3D7_0308500.1	activator of Hsp90 ATPase, putative	PVP01_0831700	PF3D7_0308500	N/A	
PF3D7_0308600	PF3D7_0308600.1	pre-mRNA-processing factor 19, putative	PVP01_0831600	PF3D7_0308600	PRPF19	
PF3D7_0308700	PF3D7_0308700.1	conserved protein, unknown function	PVP01_0831500	PF3D7_0308700	N/A	
PF3D7_0308800	PF3D7_0308800.1	conserved protein, unknown function	PVP01_0831400	PF3D7_0308800	N/A	
PF3D7_0308900	PF3D7_0308900.1	splicing factor 3B subunit 1, putative	PVP01_0831300	PF3D7_0308900	SF3B1	
PF3D7_0309000	PF3D7_0309000.1	dual specificity protein phosphatase	PVP01_0831200	PF3D7_0309000	YVH1	
PF3D7_0309100	PF3D7_0309100.1	OMD protein, putative	PVP01_0831100	PF3D7_0309100	OMD	
PF3D7_0309200	PF3D7_0309200.1	serine/threonine protein kinase ARK2, putative	PVP01_0831000	PF3D7_0309200	ARK2	
PF3D7_0309300	PF3D7_0309300.1	N2227-like protein, putative	PVP01_0830900	PF3D7_0309300	N/A	
PF3D7_0309500	PF3D7_0309500.1	asparagine synthetase [glutamine-hydrolyzing], putative	PVP01_0830700	PF3D7_0309500	AS	
PF3D7_0309600	PF3D7_0309600.1	60S acidic ribosomal protein P2	PVP01_0830600	PF3D7_0309600	PfP2	
PF3D7_0309700	PF3D7_0309700.1	SECIS-binding protein 2, putative	PVP01_0830500	PF3D7_0309700	SBP2	
PF3D7_0309800	PF3D7_0309800.1	YTH domain-containing protein 2, putative	PVP01_0830400	PF3D7_0309800	YTH.2	
PF3D7_0309900	PF3D7_0309900.1	conserved Plasmodium protein, unknown function	PVP01_0830300	PF3D7_0309900	N/A	
PF3D7_0310000	PF3D7_0310000.1	50S ribosomal protein L9, apicoplast, putative	PVP01_0830200	PF3D7_0310000	N/A	
PF3D7_0310100	PF3D7_0310100.1	calcium-dependent protein kinase 3	PVP01_0830100	PF3D7_0310100	CDPK3	
PF3D7_0310300	PF3D7_0310300.1	phosphoglycerate mutase, putative	PVP01_0829900	PF3D7_0310300	N/A	
PF3D7_0310400	PF3D7_0310400.1	parasite-infected erythrocyte surface protein	PVP01_0829800	PF3D7_0310400	PIESP1	
PF3D7_0310500	PF3D7_0310500.1	ATP-dependent RNA helicase DHX57, putative	PVP01_0829700	PF3D7_0310500	DHX57	
PF3D7_0310600	PF3D7_0310600.1	eukaryotic translation initiation factor 3 subunit K, putative	PVP01_0829600	PF3D7_0310600	EIF3K	
PF3D7_0310600	PF3D7_0310600.2	unspecified product	PVP01_0829600	PF3D7_0310600	EIF3K	
PF3D7_0310700	PF3D7_0310700.1	trafficking protein particle complex subunit 4, putative	PVP01_0829500	PF3D7_0310700	TRAPPC4	
PF3D7_0310800	PF3D7_0310800.1	conserved Plasmodium protein, unknown function	PVP01_0829400	PF3D7_0310800	N/A	
PF3D7_0311000	PF3D7_0311000.1	conserved Plasmodium protein, unknown function	PVP01_0829200	PF3D7_0311000	N/A	
PF3D7_0311100	PF3D7_0311100.1	pre-mRNA splicing factor, putative	PVP01_0829100	PF3D7_0311100	N/A	
PF3D7_0311200	PF3D7_0311200.1	valine--tRNA ligase, putative	PVP01_0829000	PF3D7_0311200	N/A	
PF3D7_0311300	PF3D7_0311300.1	phosphatidylinositol 3- and 4-kinase, putative	PVP01_0828900	PF3D7_0311300	N/A	
PF3D7_0311500	PF3D7_0311500.1	conserved protein, unknown function	PVP01_0828700	PF3D7_0311500	N/A	
PF3D7_0311600	PF3D7_0311600.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative	PVP01_0828600	PF3D7_0311600	OST1	
PF3D7_0311700	PF3D7_0311700.1	plasmepsin VI	PVP01_0828500	PF3D7_0311700	PM6	
PF3D7_0311800	PF3D7_0311800.1	ATP synthase F0 subunit d-like protein, putative	PVP01_0828400	PF3D7_0311800	N/A	
PF3D7_0311900	PF3D7_0311900.1	heptatricopeptide repeat-containing protein, putative	PVP01_0828300	PF3D7_0311900	N/A	
PF3D7_0312000	PF3D7_0312000.1	conserved protein, unknown function	PVP01_0828200	PF3D7_0312000	N/A	
PF3D7_0312100	PF3D7_0312100.1	E3 ubiquitin-protein ligase	PVP01_0828100	PF3D7_0312100	N/A	
PF3D7_0312200	PF3D7_0312200.1	tetratricopeptide repeat protein, putative	PVP01_0828000	PF3D7_0312200	N/A	
PF3D7_0312300	PF3D7_0312300.1	26S proteasome regulatory subunit RPN12, putative	PVP01_0827900	PF3D7_0312300	RPN12	
PF3D7_0312400	PF3D7_0312400.1	glycogen synthase kinase 3	PVP01_0827800	PF3D7_0312400	GSK3	
PF3D7_0312500	PF3D7_0312500.1	major facilitator superfamily-related transporter, putative	PVP01_0827700	PF3D7_0312500	MFR3	
PF3D7_0312800	PF3D7_0312800.1	60S ribosomal protein L26, putative	PVP01_0827400	PF3D7_0312800	N/A	
PF3D7_0313100	PF3D7_0313100.1	ubiquitin-protein ligase, putative	PVP01_0827100	PF3D7_0313100	HRD3	
PF3D7_0313200	PF3D7_0313200.1	conserved protein, unknown function	PVP01_0827000	PF3D7_0313200	N/A	
PF3D7_0313300	PF3D7_0313300.1	YGGT family protein, putative	PVP01_0826900	PF3D7_0313300	N/A	
PF3D7_0313400	PF3D7_0313400.1	conserved Plasmodium protein, unknown function	PVP01_0826800	PF3D7_0313400	N/A	
PF3D7_0313500	PF3D7_0313500.1	Ras-like G protein	PVP01_0826700	PF3D7_0313500	PfG	
PF3D7_0313600	PF3D7_0313600.1	conserved Plasmodium protein, unknown function	PVP01_0826600	PF3D7_0313600	N/A	
PF3D7_0313700	PF3D7_0313700.1	conserved Plasmodium protein, unknown function	PVP01_0826500	PF3D7_0313700	N/A	
PF3D7_0313700	PF3D7_0313700.2	unspecified product	PVP01_0826500	PF3D7_0313700	N/A	
PF3D7_0313800	PF3D7_0313800.1	conserved Plasmodium protein, unknown function	PVP01_0826400	PF3D7_0313800	N/A	
PF3D7_0313900	PF3D7_0313900.1	conserved Plasmodium protein, unknown function	PVP01_0826300	PF3D7_0313900	N/A	
PF3D7_0314000	PF3D7_0314000.1	HSP20-like chaperone, putative	PVP01_0826200	PF3D7_0314000	N/A	
PF3D7_0314100	PF3D7_0314100.1	vesicle transport v-SNARE protein, putative	PVP01_0826100	PF3D7_0314100	N/A	
PF3D7_0314100	PF3D7_0314100.2	vesicle transport v-SNARE protein, putative	PVP01_0826100	PF3D7_0314100	N/A	
PF3D7_0314200	PF3D7_0314200.1	conserved Plasmodium protein, unknown function	PVP01_0825900	PF3D7_0314200	N/A	
PF3D7_0314300	PF3D7_0314300.1	DER1-like protein	PVP01_0825800	PF3D7_0314300	DER1-2	
PF3D7_0314400	PF3D7_0314400.1	serine/threonine protein phosphatase 6, putative	PVP01_0825700	PF3D7_0314400	PPP6	
PF3D7_0314500	PF3D7_0314500.1	conserved Plasmodium protein, unknown function	PVP01_0825600	PF3D7_0314500	N/A	
PF3D7_0314600	PF3D7_0314600.1	conserved protein, unknown function	PVP01_0825500	PF3D7_0314600	N/A	
PF3D7_0315000	PF3D7_0315000.1	zinc finger protein, putative	PVP01_0825100	PF3D7_0315000	N/A	
PF3D7_0315100	PF3D7_0315100.1	eukaryotic translation initiation factor 4E	PVP01_0825000	PF3D7_0315100	eIF4E	
PF3D7_0315200	PF3D7_0315200.1	circumsporozoite- and TRAP-related protein	PVP01_0824900	PF3D7_0315200	CTRP	
PF3D7_0315300	PF3D7_0315300.1	conserved Plasmodium protein, unknown function	PVP01_0824800	PF3D7_0315300	N/A	
PF3D7_0315400	PF3D7_0315400.1	conserved Plasmodium protein, unknown function	PVP01_0824700	PF3D7_0315400	N/A	
PF3D7_0315500	PF3D7_0315500.1	ribosomal protein L47, mitochondrial, putative	PVP01_0824600	PF3D7_0315500	N/A	
PF3D7_0315700	PF3D7_0315700.1	conserved Plasmodium membrane protein, unknown function	PVP01_0824400	PF3D7_0315700	N/A	
PF3D7_0315900	PF3D7_0315900.1	conserved Plasmodium protein, unknown function	PVP01_0824200	PF3D7_0315900	N/A	
PF3D7_0316000	PF3D7_0316000.1	microneme associated antigen	PVP01_0824100	PF3D7_0316000	MA	
PF3D7_0316100	PF3D7_0316100.1	ribosomal protein L27, mitochondrial, putative	PVP01_0824000	PF3D7_0316100	N/A	
PF3D7_0316200	PF3D7_0316200.1	conserved Plasmodium protein, unknown function	PVP01_0823900	PF3D7_0316200	N/A	
PF3D7_0316300	PF3D7_0316300.1	inorganic pyrophosphatase	PVP01_0823800	PF3D7_0316300	PPase	
PF3D7_0316300	PF3D7_0316300.2	inorganic pyrophosphatase, putative	PVP01_0823800	PF3D7_0316300	PPase	
PF3D7_0316400	PF3D7_0316400.1	CS domain-containing protein, putative	PVP01_0823700	PF3D7_0316400	N/A	
PF3D7_0316500	PF3D7_0316500.1	kinetochore protein NUF2, putative	PVP01_0823600	PF3D7_0316500	NUF2	
PF3D7_0316600	PF3D7_0316600.1	formate-nitrite transporter	PVP01_0823500	PF3D7_0316600	FNT	
PF3D7_0316700	PF3D7_0316700.1	protein YOP1, putative	PVP01_0823400	PF3D7_0316700	YOP1	
PF3D7_0316800	PF3D7_0316800.1	40S ribosomal protein S15A, putative	PVP01_0823300	PF3D7_0316800	N/A	
PF3D7_0316900	PF3D7_0316900.1	E3 ubiquitin-protein ligase, putative	PVP01_0823200	PF3D7_0316900	N/A	
PF3D7_0317000	PF3D7_0317000.1	proteasome subunit alpha type-3, putative	PVP01_0823100	PF3D7_0317000	N/A	
PF3D7_0317100	PF3D7_0317100.1	6-cysteine protein	PVP01_0823000	PF3D7_0317100	B9	
PF3D7_0317200	PF3D7_0317200.1	cdc2-related protein kinase 4	PVP01_0822900	PF3D7_0317200	CRK4	
PF3D7_0317300	PF3D7_0317300.1	conserved Plasmodium protein, unknown function	PVP01_0822800	PF3D7_0317300	N/A	
PF3D7_0317400	PF3D7_0317400.1	DNA replication complex GINS protein, putative	PVP01_0822700	PF3D7_0317400	N/A	
PF3D7_0317500	PF3D7_0317500.1	kinesin-5	PVP01_0822600	PF3D7_0317500	EG5	
PF3D7_0317600	PF3D7_0317600.1	40S ribosomal protein S11, putative	PVP01_0822500	PF3D7_0317600	RPS11	
PF3D7_0317700	PF3D7_0317700.1	CPSF (cleavage and polyadenylation specific factor), subunit A, putative	PVP01_0822400	PF3D7_0317700	N/A	
PF3D7_0317800	PF3D7_0317800.1	26S proteasome non-ATPase regulatory subunit 9, putative	PVP01_0822300	PF3D7_0317800	N/A	
PF3D7_0317900	PF3D7_0317900.1	conserved protein, unknown function	PVP01_0822200	PF3D7_0317900	N/A	
PF3D7_0318000	PF3D7_0318000.1	conserved Plasmodium protein, unknown function	PVP01_0822100	PF3D7_0318000	N/A	
PF3D7_0318100	PF3D7_0318100.1	stomatin-like protein, putative	PVP01_0822000	PF3D7_0318100	STOML	
PF3D7_0318200	PF3D7_0318200.1	DNA-directed RNA polymerase II subunit RPB1	PVP01_0821900	PF3D7_0318200	RPB1	
PF3D7_0318300	PF3D7_0318300.1	conserved Plasmodium protein, unknown function	PVP01_0821800	PF3D7_0318300	N/A	
PF3D7_0318400	PF3D7_0318400.1	coiled-coil domain-containing protein CCDC148/CCDC112, putative	PVP01_0821700	PF3D7_0318400	N/A	
PF3D7_0318500	PF3D7_0318500.1	conserved Plasmodium protein, unknown function	PVP01_0821600	PF3D7_0318500	N/A	
PF3D7_0318600	PF3D7_0318600.1	cleavage and polyadenylation specificity factor, putative	PVP01_0821500	PF3D7_0318600	N/A	
PF3D7_0318800	PF3D7_0318800.1	triosephosphate isomerase, putative	PVP01_0821400	PF3D7_0318800	N/A	
PF3D7_0318900	PF3D7_0318900.1	conserved protein, unknown function	PVP01_0821300	PF3D7_0318900	N/A	
PF3D7_0319000	PF3D7_0319000.1	P-type ATPase, putative	PVP01_0821200	PF3D7_0319000	ATPase7	
PF3D7_0319100	PF3D7_0319100.1	E3 ubiquitin-protein ligase RBX1, putative	PVP01_0821100	PF3D7_0319100	RBX1	
PF3D7_0319200	PF3D7_0319200.1	CCR4 domain-containing protein 4, putative	PVP01_0821000	PF3D7_0319200	CCR4-4	
PF3D7_0319300	PF3D7_0319300.1	ubiquitin-conjugating enzyme E2, putative	PVP01_0820900	PF3D7_0319300	N/A	
PF3D7_0319400	PF3D7_0319400.1	kinesin-8X	PVP01_0820800	PF3D7_0319400	N/A	
PF3D7_0319500	PF3D7_0319500.1	RNA-binding protein, putative	PVP01_0820700	PF3D7_0319500	N/A	
PF3D7_0319600	PF3D7_0319600.1	elongation factor 1-delta, putative	PVP01_0820600	PF3D7_0319600	EF-1delta	
PF3D7_0319700	PF3D7_0319700.1	ABC transporter I family member 1, putative	PVP01_0820500	PF3D7_0319700	ABCI3	
PF3D7_0319800	PF3D7_0319800.1	conserved Plasmodium protein, unknown function	PVP01_0820400	PF3D7_0319800	N/A	
PF3D7_0319900	PF3D7_0319900.1	conserved protein, unknown function	PVP01_0820300	PF3D7_0319900	N/A	
PF3D7_0320000	PF3D7_0320000.1	protein phosphatase inhibitor 2	PVP01_0820200	PF3D7_0320000	I2	
PF3D7_0320100	PF3D7_0320100.1	protein transport protein SEC22	PVP01_0820100	PF3D7_0320100	SEC22	
PF3D7_0320200	PF3D7_0320200.1	CPW-WPC family protein	PVP01_0820000	PF3D7_0320200	N/A	
PF3D7_0320300	PF3D7_0320300.1	T-complex protein 1 subunit epsilon	PVP01_0819900	PF3D7_0320300	CCT5	
PF3D7_0320400	PF3D7_0320400.1	oocyst capsule protein Cap380	PVP01_0819800	PF3D7_0320400	Cap380	
PF3D7_0320500	PF3D7_0320500.1	nicotinamidase, putative	PVP01_0819700	PF3D7_0320500	Nico	
PF3D7_0320600	PF3D7_0320600.1	conserved protein, unknown function	PVP01_0819600	PF3D7_0320600	N/A	
PF3D7_0320700	PF3D7_0320700.1	signal peptidase complex subunit 2	PVP01_0819500	PF3D7_0320700	SPC25	
PF3D7_0320800	PF3D7_0320800.1	ATP-dependent RNA helicase DDX6	PVP01_0819400	PF3D7_0320800	DOZI	
PF3D7_0320900	PF3D7_0320900.1	histone H2A.Z	PVP01_0819300	PF3D7_0320900	H2A.Z	
PF3D7_0321000	PF3D7_0321000.1	conserved protein, unknown function	PVP01_0819200	PF3D7_0321000	N/A	
PF3D7_0321200	PF3D7_0321200.1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative	PVP01_0819000	PF3D7_0321200	ALG7	
PF3D7_0321300	PF3D7_0321300.1	conserved Plasmodium protein, unknown function	PVP01_0818900	PF3D7_0321300	N/A	
PF3D7_0321400	PF3D7_0321400.1	pseudo protein kinase 1, putative	PVP01_0818800	PF3D7_0321400	pPK1	
PF3D7_0321500	PF3D7_0321500.1	peptidase, putative	PVP01_0818700	PF3D7_0321500	N/A	
PF3D7_0321600	PF3D7_0321600.1	ATP-dependent RNA helicase DDX42, putative	PVP01_0818600	PF3D7_0321600	DDX42	
PF3D7_0321700	PF3D7_0321700.1	conserved Plasmodium protein, unknown function	PVP01_0818500	PF3D7_0321700	N/A	
PF3D7_0321900	PF3D7_0321900.1	cyclic amine resistance locus protein	PVP01_0818300	PF3D7_0321900	CARL	
PF3D7_0322000	PF3D7_0322000.1	peptidyl-prolyl cis-trans isomerase	PVP01_0818200	PF3D7_0322000	CYP19A	
PF3D7_0322100	PF3D7_0322100.1	mRNA-capping enzyme subunit beta	PVP01_0818100	PF3D7_0322100	Prt1	
PF3D7_0322200	PF3D7_0322200.1	conserved Plasmodium protein, unknown function	PVP01_0818000	PF3D7_0322200	N/A	
PF3D7_0322300	PF3D7_0322300.1	diacylglycerol O-acyltransferase	PVP01_0817900	PF3D7_0322300	DGAT	
PF3D7_0322400	PF3D7_0322400.1	regulator of initiation factor 2 (eIF2)	PVP01_0817800	PF3D7_0322400	N/A	
PF3D7_0322500	PF3D7_0322500.1	iron-sulfur assembly protein, putative	PVP01_0817700	PF3D7_0322500	IscA2	
PF3D7_0322600	PF3D7_0322600.1	conserved Plasmodium protein, unknown function	PVP01_0817600	PF3D7_0322600	N/A	
PF3D7_0322700	PF3D7_0322700.1	conserved Plasmodium protein, unknown function	PVP01_0817500	PF3D7_0322700	N/A	
PF3D7_0322800	PF3D7_0322800.1	conserved Plasmodium protein, unknown function	PVP01_0817400	PF3D7_0322800	N/A	
